,ROLES,Companies,Experience,Salary,Location,Skills,Search,Clean_data,Title_new
4412,manager /senior manager/ associate vice president - text analytics,Huquo Consulting Pvt. Ltd,3-8 ,,Delhi NCR,"consulting - bfsi,data modeling,data analytics,machine learning,analytics,sql,python","manager /senior manager/ associate vice president - text analytics,Delhi NCR",manager senior manager associate vice president text analytics delhi ncr,Lead
4413,manager/senior manager/associate vice president - text analytics,Huquo Consulting Pvt. Ltd,3-8 ,,Gurgaon Gurugram,"data modeling,data analytics,machine learning,analytics,sql,python","manager/senior manager/associate vice president - text analytics,Gurgaon Gurugram",manager senior manager associate vice president text analytics gurgaon gurugram,Lead
4414,senior consultant - python/ nlp/ text mining,Huquo Consulting Pvt. Ltd,4-8 ,,Gurgaon Gurugram,"nlp,data analytics,machine learning,analytics,sql,python","senior consultant - python/ nlp/ text mining,Gurgaon Gurugram",senior consultant python nlp text mining gurgaon gurugram,Lead
4415,senior consultant- actuarial analytics- general insurance- iit/nit/iim,Huquo Consulting Pvt. Ltd,2-5 ,,Delhi NCR,"python,machine learning,data management,data mining,data modeling,data analytics,statistics","senior consultant- actuarial analytics- general insurance- iit/nit/iim,Delhi NCR",senior consultant actuarial analytics general insurance iit nit iim delhi ncr,Lead
4416,senior consultant - modelling analytics - insurance - iit/ nit/ iim,Huquo Consulting Pvt. Ltd,2-4 ,,Delhi NCR,"python,machine learning,project management,bpo,project management,data mining,data modeling","senior consultant - modelling analytics - insurance - iit/ nit/ iim,Delhi NCR",senior consultant modelling analytics insurance iit nit iim delhi ncr,Lead
4417,senior manager - text analytics - insurance - iit/nit/bit/iim/xlri,Huquo Consulting Pvt. Ltd,6-10 ,,Delhi NCR,"python,machine learning,project management,bpo,project management,text mining,data mining","senior manager - text analytics - insurance - iit/nit/bit/iim/xlri,Delhi NCR",senior manager text analytics insurance iit nit bit iim xlri delhi ncr,Lead
4418,sba/am/manager/senior manager- analytics- group disability - insurance,Huquo Consulting Pvt. Ltd,4-8 ,,Delhi NCR,"python,testing,machine learning,big data,predictive modeling,logistic regression,sas","sba/am/manager/senior manager- analytics- group disability - insurance,Delhi NCR",sba manager senior manager analytics group disability insurance delhi ncr,Lead
4419,manager/ senior manager - sql analytics,Huquo Consulting Pvt. Ltd,4-9 ,,Delhi NCR,"big data,tableau,business intelligence,big data,ssis,analytics,sql","manager/ senior manager - sql analytics,Delhi NCR",manager senior manager sql analytics delhi ncr,Lead
4420,python developer for leading ecommerce company,Acme Services,3-5 ,1500000 - 2500000 ,Delhi NCR,"algorithms,data structures,python,linux,backend developer,redis,elastic search","python developer for leading ecommerce company,Delhi NCR",python developer leading ecommerce company delhi ncr,Lead
4421,python developer - django/mysql,Huquo Consulting Pvt. Ltd,3-6 ,,Delhi NCR,"java,python,node.js,html,css,javascript,angularjs","python developer - django/mysql,Delhi NCR",python developer django mysql delhi ncr,Developer
4422,senior consultant - text analytics - insurance - iit/nit/iim/xlri,Huquo Consulting Pvt. Ltd,3-6 ,,Gurgaon Gurugram,"python,machine learning,consulting - bfsi,data mining,data modeling,data analytics,statistics","senior consultant - text analytics - insurance - iit/nit/iim/xlri,Gurgaon Gurugram",senior consultant text analytics insurance iit nit iim xlri gurgaon gurugram,Lead
4423,cfa/frm -model development(ai/ml),The Glove,8-13 ,,Mumbai,"machine learning,frm,ai/ml,artificial intelligence,machine learning,cfa","cfa/frm -model development(ai/ml),Mumbai",cfa frm model development ai ml mumbai,Generic
4424,tableau developer - sql & etl tools,FresherMart,3-7 ,,Mumbai,"python,php,javascript,tableau,business intelligence,nosql,etl tools","tableau developer - sql & etl tools,Mumbai",tableau developer sql etl tool mumbai,Developer
4425,postgresql database developer - database maintenance & implementation,FresherMart,3-7 ,,Mumbai,"python,database maintenance,golang,data quality,postgresql,data management,database implementation","postgresql database developer - database maintenance & implementation,Mumbai",postgresql database developer database maintenance implementation mumbai,Developer
4426,front end developer - javascript/ ecmascript,TalPro,2-3 ,,Mumbai,"machine learning,css,javascript,typescript,angular 2+,rest api,less/sass","front end developer - javascript/ ecmascript,Mumbai",front end developer javascript ecmascript mumbai,Developer
4427,solution architect : leading it firm : mumbai,Quotient Consultancy,1-6 ,1000000 - 1200000 ,"India(Vidyavihar East), Thane","project estimation,solution architect,senior php developer,it skills,php,machine learning,cloud,aws","solution architect : leading it firm : mumbai,India(Vidyavihar East), Thane",solution architect leading firm mumbai india vidyavihar east thane,Lead
4428,senior software engineer/ architect - automation anywhere,Talent Acceleration Corridor,5-9 ,,Pune,"python,software development,jenkins,technical architect,c#,appdynamics,nlp","senior software engineer/ architect - automation anywhere,Pune",senior software engineer architect automation anywhere pune,Lead
4429,senior software engineer/architect - automation anywhere,Talent Acceleration Corridor,5-9 ,,Pune,"python,software development,jenkins,technical architect,c#,appdynamics,nlp","senior software engineer/architect - automation anywhere,Pune",senior software engineer architect automation anywhere pune,Lead
4430,python developer/ lead developer - django/ flask/ sql,Talent Acceleration Corridor,4-8 ,,Pune,"python,cloud,aws,azure,unix,oops,natural language processing","python developer/ lead developer - django/ flask/ sql,Pune",python developer lead developer django flask sql pune,Lead
4431,top german mnc looking for sr software engineer / project team leader,Jobensy HR Solutions,7-11 ,,Pune(Camp),"java,project management,artificial intelligence,software architecture,agile,microsoft azure,people management,web designing","top german mnc looking for sr software engineer / project team leader,Pune(Camp)",top german mnc looking sr software engineer project team leader pune camp,Lead
4432,iot solution architect -visual retail solutions,Peopleplus Professional Services Pvt. Ltd.,6-9 ,2500000 - 4000000 ,Bengaluru,"python,edge computing,ai framework,caffe,visual computing,iot framework,machine learning,artificial intelligence","iot solution architect -visual retail solutions,Bengaluru",iot solution architect visual retail solution bengaluru,Architect
4433,risk control ( 3rd party payroll ) professional,Confidential,9-14 ,,Bengaluru,"python,machine learning,cloud,big data,financial risk control,r,business risk control","risk control ( 3rd party payroll ) professional,Bengaluru",risk control rd party payroll professional bengaluru,Generic
4434,assistant manager - sas/ r/ sql - banking domain,Huquo Consulting Pvt. Ltd,5-7 ,,Delhi/NCR India,"consulting - bfsi,sas,data management,data analytics,statistics,machine learning,analytics,sql","assistant manager - sas/ r/ sql - banking domain,Delhi/NCR India",assistant manager sa r sql banking domain delhi ncr india,Manager
4435,aws bigdata/etl developer,Net2Source LLP,4-8 ,200000 - 600000 ,Bengaluru,"big data,etl,aws,it skills,python,big data,aws,amazon redshift","aws bigdata/etl developer,Bengaluru",aws bigdata etl developer bengaluru,Developer
4436,project manager - ai product,Change Leaders,8-13 ,,Bengaluru,"esting,machine learning,cloud,devops,project management,bpo,project management","project manager - ai product,Bengaluru",project manager ai product bengaluru,Manager
4437,team lead/technical architect,Bigshyft Hiring for IntelliMind LLC,3-6 ,1100000 - 2100000 ,Bengaluru,"algorithms,data structures,machine learning ml,natural language processing nlp,python","team lead/technical architect,Bengaluru",team lead technical architect bengaluru,Lead
4438,principal architect - speech recognition - voice/speech technologies,Confidential,8-13 ,,Bengaluru,"java,python,machine learning,technical architect,speech recognition,java,r-cnn","principal architect - speech recognition - voice/speech technologies,Bengaluru",principal architect speech recognition voice speech technology bengaluru,Architect
4439,digital solutions – adms expert (it),Gionik Human Capital Solutions,7-12 ,,Bengaluru,"pyspark,c#,java,integration,aviation,big data,mro,application development","digital solutions – adms expert (it),Bengaluru",digital solution adms expert bengaluru,Generic
4440,programmer/analyst,Netapp India Private Limited,2-5 ,,Bengaluru,"computer science,data analysis,xml,machine learning,json,customer support,install base,ssl","programmer/analyst,Bengaluru",programmer analyst bengaluru,Analyst
4441,aws - bigdata architect,Mississippi Consultants LLP,8-13 ,,Bengaluru,"python,data science,cloud,big data,aws,power bi,azure","aws - bigdata architect,Bengaluru",aws bigdata architect bengaluru,Architect
4442,software quality assurance role - cmmi/scrum/iso - big4,Black Turtle India Pvt Ltd,8-13 ,,Bengaluru,"predictive modeling,agile project management,regression analysis,software quality assurance,scrum master,data analysis,hypothesis testing,cmmi","software quality assurance role - cmmi/scrum/iso - big4,Bengaluru",software quality assurance role cmmi scrum iso big bengaluru,Generic
4443,manager/assistant vice president - statistical modeler,Black Turtle India Pvt Ltd,5-10 ,,Bengaluru,"predictive modeling,consulting - bfsi,statistical modeling,data analytics,statistics,machine learning,analytics","manager/assistant vice president - statistical modeler,Bengaluru",manager assistant vice president statistical modeler bengaluru,Manager
4444,looking for msbi lead (immediate joiners ),hCapital Business Consulting Private Limited,8-12 ,900000 - 1500000 ,Bengaluru,"power bi,azure,power bi,msbi,ssis,sql","looking for msbi lead (immediate joiners ),Bengaluru",looking msbi lead immediate joiner bengaluru,Lead
4445,domain consultant (crm),Gionik Human Capital Solutions,7-9 ,,Bengaluru,"eam management,synthesis,data analysis,sas,project leading,analytics,sql,consulting orientation","domain consultant (crm),Bengaluru",domain consultant crm bengaluru,Consultant
4446,staff engineer,Bigshyft Hiring for Harness,4-6 ,,Bengaluru,"java,mysql,aws,python","staff engineer,Bengaluru",staff engineer bengaluru,Engineer
4447,urgent req for al / ml expert,INTEGRATED PERSONNEL SERVICES LIMITED,3-8 ,,Bengaluru,"ensorflow,nlp,artificial intelligence,keras,computer vision,machine learning,deep learning,scikit-learn","urgent req for al / ml expert,Bengaluru",urgent req al ml expert bengaluru,Generic
4448,informatica + hadoop developer,Orcapod Consulting Services Private Limited,5-9 ,,India,"python,oracle,java,infomatica,hadoop","informatica + hadoop developer,India",informatica hadoop developer india,Developer
4449,manager - analytics solution design - cpg/retail,Change Leaders,7-12 ,,Bengaluru,"business intelligence,artificial intelligence,data modeling,data analytics,analytics,sql,python","manager - analytics solution design - cpg/retail,Bengaluru",manager analytics solution design cpg retail bengaluru,Manager
4450,elastic searcj/smt/lti/rohini sakore/19/sub,Harjai Computers Pvt Ltd,6-9 ,,Bengaluru,"java,python,machine learning,cloud,devops,angularjs,aws","elastic searcj/smt/lti/rohini sakore/19/sub,Bengaluru",elastic searcj smt lti rohini sakore sub bengaluru,Generic
4451,development manager,Bigshyft Hiring for Mobileum,10-15 ,4000000 - 6000000 ,Bengaluru,"java,hadoop,spark,hbase,mapreduce","development manager,Bengaluru",development manager bengaluru,Manager
4452,hpc technical solution specialist,Peopleplus Professional Services Pvt. Ltd.,5-10 ,2500000 - 4000000 ,Bengaluru,"architectural design,data analytics,grid computing,machine learning,gpu,cuda,deep learning,data center","hpc technical solution specialist,Bengaluru",hpc technical solution specialist bengaluru,Generic
4453,devops engineer / site reliability engineer,Vastutas HR Services Private Limited,5-8 ,1200000 - 1600000 ,Bengaluru,"machine learning,cloud,devops,azure,cd,azure,github","devops engineer / site reliability engineer,Bengaluru",devops engineer site reliability engineer bengaluru,Engineer
4454,full stack java developer - spring/ hibernate,Juniper Consultancy Services,5-10 ,,Bengaluru,"java,software development,machine learning,oracle,angularjs,css,javascript","full stack java developer - spring/ hibernate,Bengaluru",full stack java developer spring hibernate bengaluru,Developer
4455,principal engineer- front-end,Peopleplus Professional Services Pvt. Ltd.,9-14 ,4000000 - 7000000 ,Bengaluru,"java,machine learning,artificial intelligence,cloud,javascript,aws,front end","principal engineer- front-end,Bengaluru",principal engineer front end bengaluru,Engineer
4456,python developer - django/flask,MarketScope,3-8 ,,Madhya Pradesh,"python,selenium,tableau,power bi,tensorflow,django,pandas","python developer - django/flask,Madhya Pradesh",python developer django flask madhya pradesh,Developer
4457,.net with angular.js.,E-Solutions IT Services Pvt Ltd,5-9 ,325000 - 800000 ,Bengaluru,"fs,azure,rest,javascript,ms sql server,php,json,visual studio",".net with angular.js.,Bengaluru",net angular j bengaluru,Generic
4458,solution and cloud architect,Freelancer,10-15 ,,Bengaluru,"machine learning,artificial intelligence,cloud,devops,product management,aws,azure","solution and cloud architect,Bengaluru",solution cloud architect bengaluru,Architect
4459,hiring python developer immediately | mastersoft,Mastersoft ERP Solutions Pvt. Ltd,1-3 ,200000 - 400000 ,Nagpur,"artificial intelligence,deep learning,python,it skills,python,sql server,machine learning,web services","hiring python developer immediately | mastersoft,Nagpur",hiring python developer immediately mastersoft nagpur,Developer
4460,backend architect/ senior developer - node.js /mongodb /mean stack,Global Talent Corner,5-10 ,,"Delhi NCR, Noida","esting,machine learning,devops,node.js,javascript,technical architect,mean","backend architect/ senior developer - node.js /mongodb /mean stack,Delhi NCR, Noida",backend architect senior developer node j mongodb mean stack delhi ncr noida,Lead
4461,sdk developer,Iterate India Pvt Ltd,2-4 ,325000 - 0 - 550000,"Delhi NCR(Sector-3 Noida), Noida","artificial intelligence,c++,2d,c,artificial intelligence-neural networks,augmented reality,3d image","sdk developer,Delhi NCR(Sector-3 Noida), Noida",sdk developer delhi ncr sector noida noida,Developer
4462,senior manager - process excellence & analytics - iit/iim/nit/bits,Huquo Consulting Pvt. Ltd,6-10 ,,Delhi NCR,"python,machine learning,tableau,r/python,six sigma,lean,process automation","senior manager - process excellence & analytics - iit/iim/nit/bits,Delhi NCR",senior manager process excellence analytics iit iim nit bit delhi ncr,Lead
4463,senior associate/manager - analytics,Rekrut India,6-9 ,,India,"predictive modeling,nlp,statistical modeling,data analytics,statistics,machine learning,phd,analytics","senior associate/manager - analytics,India",senior associate manager analytics india,Lead
4464,senior consultant/ manager - analytics - consulting firm,Talpro,5-10 ,,Chennai,"business intelligence,artificial intelligence,data management,data visualization,tableau,data analytics,machine learning,statistics","senior consultant/ manager - analytics - consulting firm,Chennai",senior consultant manager analytics consulting firm chennai,Lead
4465,hiring women on career break ( java aws nodejs/ java hadoop kafka),Pylon Management Consulting Pvt Ltd,3-8 ,,Bengaluru(Hebbal Kempapura),"java,j2ee,python,node.js,javascript,big data,aws","hiring women on career break ( java aws nodejs/ java hadoop kafka),Bengaluru(Hebbal Kempapura)",hiring woman career break java aws nodejs java hadoop kafka bengaluru hebbal kempapura,Generic
4466,java full stack developer location noida work from home,Ekah Consulting,2-6 ,700000 - 1200000 ,"Mohali, Noida","java,node.js,it skills,java,machine learning,angularjs,aws,work from home","java full stack developer location noida work from home,Mohali, Noida",java full stack developer location noida work home mohali noida,Developer
4467,network protocol developer - c/ python/ linux os,Resources Valley,4-8 ,,Delhi NCR,"python,c,multithreading,linux os,network protocols,tcp/ip,ip networking","network protocol developer - c/ python/ linux os,Delhi NCR",network protocol developer c python linux o delhi ncr,Developer
4468,python developer - server side modules,GA Staffing Solutions,3-7 ,,Kochi,"python,cloud,product management,javascript,application designing,application architecture,design patterns","python developer - server side modules,Kochi",python developer server side module kochi,Developer
4469,software developer- informatica - healthcare mnc,PEOPLE STAFFING SOLUTIONS,3-8 ,800000 - 1500000 ,India,"oracle,oracle,shell scripting,sql queries,informatica,my,informatica developer","software developer- informatica - healthcare mnc,India",software developer informatica healthcare mnc india,Developer
4470,lead informatica developer,Bigshyft Hiring for Fission Labs,6-10 ,2250000 - 3750000 ,Hyderabad,"java,xml,data mining,informatica,sql","lead informatica developer,Hyderabad",lead informatica developer hyderabad,Lead
4471,full stack developer-api,TurboHire Technologies Pvt. Ltd.,5-8 ,,Hyderabad,"java,python,machine learning,aws,application development,java,git","full stack developer-api,Hyderabad",full stack developer api hyderabad,Developer
4472,excellent opportunity for c++developer with image processing hyderabad,acmeture Global Consulting Services,3-6 ,,Hyderabad,"c++,image processing,machine learning,cuda","excellent opportunity for c++developer with image processing hyderabad,Hyderabad",excellent opportunity c developer image processing hyderabad hyderabad,Developer
4473,professor / lecturer / subject lead - academics,Waterleaf Consultants Pvt. Ltd.,9-14 ,,India,"content writing,curriculum development,computer sciences,artificial intelligence,blockchain,cybersecurity,machine learning,professor activities","professor / lecturer / subject lead - academics,India",professor lecturer subject lead academic india,Lead
4474,"php - laravel, angular.js, angular, postgresql",IntendMinds Solutions,2-7 ,,"Hyderabad, Banjara Hills","python,machine learning,devops,html,css,javascript,aws","php - laravel, angular.js, angular, postgresql,Hyderabad, Banjara Hills",php laravel angular j angular postgresql hyderabad banjara hill,Generic
4475,head - software engineering - java/ kotlin/ swift,The Hiring Story,8-12 ,,Hyderabad,"java,machine learning,aws,technical architect,aws lambda,java,firebase","head - software engineering - java/ kotlin/ swift,Hyderabad",head software engineering java kotlin swift hyderabad,Engineer
4476,senior analytics professional - r/python/scala,Fidelity IT Jobs,7-12 ,,Gurgaon Gurugram,"python,machine learning,r,data scientist,scala,data management,statistical analyst","senior analytics professional - r/python/scala,Gurgaon Gurugram",senior analytics professional r python scala gurgaon gurugram,Lead
4477,python developer - java/django,Talent Acceleration Corridor,3-6 ,,"Gurgaon, Noida","java,python,machine learning,javascript,big data,tableau,java","python developer - java/django,Gurgaon, Noida",python developer java django gurgaon noida,Developer
4478,senior devops engineer - production support,Yo HR Consultancy,5-8 ,,Gurgaon Gurugram,"python,machine learning,cloud,devops,jenkins,aws,ubuntu","senior devops engineer - production support,Gurgaon Gurugram",senior devops engineer production support gurgaon gurugram,Lead
4479,sr director / corporate svp - transformation - healthcare - bpm - ggn,Brownbricks HR Solutions,17-25 ,,Delhi NCR,"ransformation,healthcare,digital transformation,transformation consulting,health care services,nlp,blockchain,healthcare consulting","sr director / corporate svp - transformation - healthcare - bpm - ggn,Delhi NCR",sr director corporate svp transformation healthcare bpm ggn delhi ncr,Generic
4480,solution architect/ senior solution architect,Upcruit Business Services,16-20 ,,Gurgaon Gurugram,"java,python,machine learning,cloud,big data,aws,java","solution architect/ senior solution architect,Gurgaon Gurugram",solution architect senior solution architect gurgaon gurugram,Lead
4481,senior consultant - python development,Huquo Consulting Pvt. Ltd,3-8 ,,Gurgaon Gurugram,"python,data visualization,data analytics,python,sql","senior consultant - python development,Gurgaon Gurugram",senior consultant python development gurgaon gurugram,Lead
4482,analytics manager,Havoc Consultants,5-6 ,,Mumbai,"business intelligence,r,data science,data analysis,data scientist,tableau,data analytics,machine learning","analytics manager,Mumbai",analytics manager mumbai,Manager
4483,principal engineer - distributed systems,Talentcode Consulting,7-12 ,,Mumbai,"cloud,big data,aws,azure,rdbms,microservices architecture,ooad","principal engineer - distributed systems,Mumbai",principal engineer distributed system mumbai,Engineer
4484,android developer - java/ kotlin,WEN - Women Entrepreneur Network,1-6 ,,Mumbai,"java,python,machine learning,node.js,javascript,big data,aws","android developer - java/ kotlin,Mumbai",android developer java kotlin mumbai,Developer
4485,ios developer - objective c/swift,WEN - Women Entrepreneur Network,1-6 ,,Mumbai,"java,python,testing,node.js,javascript,big data,aws","ios developer - objective c/swift,Mumbai",io developer objective c swift mumbai,Developer
4486,program manager / delivery manager digital technologies – mumbai,Hector and Streak Consulting Pvt Ltd,12-15 ,,India,"esting,product management,program management,rpa,artificial intelligence,machine learning,delivery management","program manager / delivery manager digital technologies – mumbai,India",program manager delivery manager digital technology mumbai india,Manager
4487,python developers,Varryzone Management Services,3-4 ,,Mumbai,"python,software development,machine learning,oracle,html,css,javascript","python developers,Mumbai",python developer mumbai,Developer
4488,avp - devops & infrastructure management - fintech startup,HyrEzy Talent Solutions,1-5 ,,India,"python,machine learning,artificial intelligence,cloud,devops,big data,jenkins","avp - devops & infrastructure management - fintech startup,India",avp devops infrastructure management fintech startup india,Manager
4489,assistant vice president - model development & governance,Black Turtle India Pvt Ltd,9-14 ,,Mumbai,"wealth management,portfolio management,investment banking,artificial intelligence,finance,probability,investment management,statistical analysis","assistant vice president - model development & governance,Mumbai",assistant vice president model development governance mumbai,Generic
4490,associate - analytics - python - investment bank,Black Turtle India Pvt Ltd,2-5 ,,Mumbai,"nvestment banking,algorithms,finance,financial products,probability,derivatives,athena,statistics","associate - analytics - python - investment bank,Mumbai",associate analytics python investment bank mumbai,Generic
4491,associate opm coverage,ABC Consultants Pvt Ltd,3-5 ,1000000 - 2000000 ,Mumbai,"nfrastructure,derivatives.,python","associate opm coverage,Mumbai",associate opm coverage mumbai,Generic
4492,team lead - it process automation - housing finance domain,Morpheus Consulting,8-10 ,,Mumbai,"emerging technologies,it asset management,it process automation,business process framework,bpr,workflows,algorithm,solution implementation","team lead - it process automation - housing finance domain,Mumbai",team lead process automation housing finance domain mumbai,Lead
4493,gm / avp - head of analytics,Mirus Solutions,15-16 ,,"Mumbai, Ahmedabad","machine learning,technology,python,statistics,big data,sas,analytics,hadoop","gm / avp - head of analytics,Mumbai, Ahmedabad",gm avp head analytics mumbai ahmedabad,Generic
4494,content specialist with fast growing fintech,Skill Ventory,5-8 ,,Mumbai,"mba finance,data quality,r,data enrichment,data engineering,master data management,data analysis,sql queries","content specialist with fast growing fintech,Mumbai",content specialist fast growing fintech mumbai,Generic
4495,delivery manager - artificial intelligence/rpa/ ml/ analytics/ bi,Antrors HR Solutions,7-12 ,,Delhi/NCR India,"business intelligence,process automation,pmp,artificial intelligence,data architect,machine learning,robotics,analytics","delivery manager - artificial intelligence/rpa/ ml/ analytics/ bi,Delhi/NCR India",delivery manager artificial intelligence rpa ml analytics bi delhi ncr india,Manager
4496,software development engineer - java,Squareroot Consulting Pvt Ltd.,3-5 ,,Mumbai,"java,software development,nosql,scalability,design patterns,oops,web technologies,mysql","software development engineer - java,Mumbai",software development engineer java mumbai,Engineer
4497,analytics role - bank,Pylon Mangement Consulting,8-12 ,,Pune,"consulting - bfsi,statistical modeling,data visualization,data analytics,analytics,sql","analytics role - bank,Pune",analytics role bank pune,Generic
4498,director / avp - digital transformation - lead,Antrors HR Solutions,14-18 ,,Pune,"java,design development,product sales,artificial intelligence,product marketing,architecting,sql server,machine learning","director / avp - digital transformation - lead,Pune",director avp digital transformation lead pune,Lead
4499,director/ avp/ lead - digital transformation - it,Antrors HR Solutions,14-18 ,,Pune,"java,python,machine learning,cloud,aws,rpa,azure","director/ avp/ lead - digital transformation - it,Pune",director avp lead digital transformation pune,Lead
4500,ibm open pages developer:pune,PRI INDIA IT SERVICES PRIVATE LIMITED.,5-10 ,600000 - 1400000 ,Pune,"java,oracle,oracle sql,configuration,data analysis,plsql,system administration","ibm open pages developer:pune,Pune",ibm open page developer pune pune,Developer
4501,opentext magellan bi and reporting professional,Arminus Software Pvt. Ltd.,4-8 ,,Pune,"omcat,business analytics,postgresql,xml,web technologies,javascript,jdbc,mongodb","opentext magellan bi and reporting professional,Pune",opentext magellan bi reporting professional pune,Generic
4502,lead artificial intelligence with an leading nbfc,SKILLVENTORY,4-9 ,,Pune,"product development,program management,data quality,ontology,artificial intelligence,machine learning,product catalog,analytics","lead artificial intelligence with an leading nbfc,Pune",lead artificial intelligence leading nbfc pune,Lead
4503,senior ios developer,Mpowering HR Solutions,8-13 ,1000000 - 1500000 ,Pune,"machine learning,bitbucket,payment gateways,map api,swift,ui ux developer,computer vision","senior ios developer,Pune",senior io developer pune,Lead
4504,java-director of engineering @ pune,iglance Systems LLP,20-30 ,,Pune,"java,python,software development,cloud,angularjs,javascript,big data","java-director of engineering @ pune,Pune",java director engineering pune pune,Engineer
4505,full stack developer on 4 months renewable contract role @ pune,Kelly Services India Pvt. Ltd.,4-6 ,400000 - 900000 ,Pune,"java,python,cloud,css,javascript,aws,azure","full stack developer on 4 months renewable contract role @ pune,Pune",full stack developer month renewable contract role pune pune,Developer
4506,pyspark developer,CHANGE LEADERS CONSULTING,4-8 ,,Bengaluru,"python,cloud,pyspark,nosql,nlp,cloud,machine learning","pyspark developer,Bengaluru",pyspark developer bengaluru,Developer
4507,python developer,Horizon Business Services Pvt Ltd,3-6 ,,Vellore,"python,software development,testing,devops,product management,angularjs,big data","python developer,Vellore",python developer vellore,Developer
4508,senior manager - digital transformation office - bpo/kpo/it,Talent Acceleration Corridor,10-12 ,,Delhi NCR,"python,software development,machine learning,cloud,it change management,nlp,artificial intelligence","senior manager - digital transformation office - bpo/kpo/it,Delhi NCR",senior manager digital transformation office bpo kpo delhi ncr,Lead
4509,senior database developer - sql/mysql,Confidential,5-9 ,,"Visakhapatnam, Andhra Pradesh","oftware development,testing,ms sql,query optimization,database administration,my sql,data mining","senior database developer - sql/mysql,Visakhapatnam, Andhra Pradesh",senior database developer sql mysql visakhapatnam andhra pradesh,Lead
4510,junior software engineer - c++/distributed computing,Huquo Consulting Pvt. Ltd,1-3 ,,Delhi NCR,"python,machine learning,c++,multithreading,shell scripting,design patterns,perl","junior software engineer - c++/distributed computing,Delhi NCR",junior software engineer c distributed computing delhi ncr,Engineer
4511,lead backend developer - python,HyrEzy Talent Solutions,4-8 ,,Delhi NCR,"python,data science,data science,ubuntu,r,nosql,git","lead backend developer - python,Delhi NCR",lead backend developer python delhi ncr,Lead
4512,python developer - backend architecture,Talent Kettle,2-6 ,,Ahmedabad,"python,jenkins,rdbms,google cloud platform,database design,database architecture,backend architecture","python developer - backend architecture,Ahmedabad",python developer backend architecture ahmedabad,Developer
4513,"senior technical specialist, cloud engineer",Career Soft Solutions Pvt. Ltd.,8-10 ,2500000 - 3250000 ,Chennai,"python,machine learning,cloud,devops,node.js,aws,azure","senior technical specialist, cloud engineer,Chennai",senior technical specialist cloud engineer chennai,Lead
4514,site reliability engineer; bigdata analytics platform,Kenan Management Consultants Private Limited,5-10 ,,Hyderabad,"java,python,cloud,aws,unix,tcp,hive","site reliability engineer; bigdata analytics platform,Hyderabad",site reliability engineer bigdata analytics platform hyderabad,Engineer
4515,staff technical writer role with enterprise cloud organization-hyd,DISYS INDIA PRIVATE LIMITED,7-12 ,,Hyderabad,"echnical documentation,dita,technical writing,it skills,quality assurance,machine learning,javascript,rpa","staff technical writer role with enterprise cloud organization-hyd,Hyderabad",staff technical writer role enterprise cloud organization hyd hyderabad,Generic
4516,python automation manager,Confidential,10-20 ,,Hyderabad,"java,python,data science,machine learning,artificial intelligence,ms sql,node.js","python automation manager,Hyderabad",python automation manager hyderabad,Manager
4517,manager - analytics - aws/ cloud - insurance,Huquo Consulting Pvt. Ltd,8-10 ,,Gurgaon Gurugram,"data quality,data management,big data,data modeling,data warehousing,data analytics,machine learning,data governance","manager - analytics - aws/ cloud - insurance,Gurgaon Gurugram",manager analytics aws cloud insurance gurgaon gurugram,Manager
4518,mmx analytics opening for gurgaon location salary upto 10 lpa,Job Shop,4-9 ,400000 - 700000 ,Delhi NCR,"python,machine learning,marketing strategy,r,google analytics,statistical modeling,time series","mmx analytics opening for gurgaon location salary upto 10 lpa,Delhi NCR",mmx analytics opening gurgaon location salary upto lpa delhi ncr,Generic
4519,hiring for analytica in fca gurgaon location,Job Shop,4-6 ,350000 - 850000 ,Delhi NCR,"python,machine learning,marketing strategy,r,statistical modeling,time series,machine learning","hiring for analytica in fca gurgaon location,Delhi NCR",hiring analytica fca gurgaon location delhi ncr,Generic
4520,software development engineer - bi/dw/hadoop,Career Infosystem,5-8 ,,Delhi NCR,"machine learning,business intelligence,hive,r,hadoop,bi / dw,agile","software development engineer - bi/dw/hadoop,Delhi NCR",software development engineer bi dw hadoop delhi ncr,Engineer
4521,analytics professional - fca,Job Shop,4-6 ,,Delhi NCR,"python,machine learning,r,time series forecasting,statistical modeling,machine learning,adobe analytics","analytics professional - fca,Delhi NCR",analytics professional fca delhi ncr,Generic
4522,mmx analytics professional,Job Shop,4-9 ,,Delhi NCR,"python,machine learning,r,statistical modeling,time series,machine learning,adobe analytics","mmx analytics professional,Delhi NCR",mmx analytics professional delhi ncr,Generic
4523,chief technical officer | gurgaon,M/s Prima Consultants,12-20 ,,Delhi NCR,"oftware development,front end,ruby on rails,ror,big data,redis,html,mongodb","chief technical officer | gurgaon,Delhi NCR",chief technical officer gurgaon delhi ncr,Generic
4524,manager - credit risk analytics/ sas - bfs - iit/nit/iim/isb/xlri/dse,Huquo Consulting Pvt. Ltd,4-8 ,,Delhi NCR,"python,machine learning,project management,bpo,project management,consulting - bfsi,sas","manager - credit risk analytics/ sas - bfs - iit/nit/iim/isb/xlri/dse,Delhi NCR",manager credit risk analytics sa bfs iit nit iim isb xlri dse delhi ncr,Manager
